player,venue,venue_runs_avg,venue_strike_rate_avg
LRPL Taylor,Feroz Shah Kotla,20.77777777777778,131.14831670387224
LRPL Taylor,Kingsmead,40.5,125.54545454545455
LRPL Taylor,M Chinnaswamy Stadium,24.2,148.2067736185383
LRPL Taylor,"MA Chidambaram Stadium, Chepauk",17.333333333333332,128.93772893772893
LRPL Taylor,New Wanderers Stadium,23.0,172.27272727272725
LRPL Taylor,Newlands,0.0,0.0
LRPL Taylor,"Punjab Cricket Association Stadium, Mohali",0.0,0.0
LRPL Taylor,"Rajiv Gandhi International Stadium, Uppal",20.0,130.76923076923077
LRPL Taylor,"Sardar Patel Stadium, Motera",4.0,80.0
LRPL Taylor,Sawai Mansingh Stadium,16.666666666666668,123.60189193522527
LRPL Taylor,Sharjah Cricket Stadium,43.0,110.25641025641026
LRPL Taylor,Sheikh Zayed Stadium,6.0,100.0
LRPL Taylor,St George's Park,16.0,72.05882352941175
LRPL Taylor,Subrata Roy Sahara Stadium,13.0,92.66953441295547
LRPL Taylor,SuperSport Park,41.0,135.22727272727275
LRPL Taylor,"Vidarbha Cricket Association Stadium, Jamtha",1.0,20.0
LRPL Taylor,Wankhede Stadium,12.666666666666666,127.22222222222223
LS Livingstone,Arun Jaitley Stadium,14.0,107.6923076923077
LS Livingstone,"Arun Jaitley Stadium, Delhi",4.0,80.0
LS Livingstone,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",14.0,82.35294117647058
LS Livingstone,"Brabourne Stadium, Mumbai",49.0,164.46759259259258
LS Livingstone,"Dr DY Patil Sports Academy, Mumbai",28.0,182.95454545454544
LS Livingstone,Dubai International Cricket Stadium,11.666666666666666,93.4640522875817
LS Livingstone,"Eden Gardens, Kolkata",15.0,243.75
LS Livingstone,"Himachal Pradesh Cricket Association Stadium, Dharamsala",34.333333333333336,91.1928651059086
LS Livingstone,"M Chinnaswamy Stadium, Bengaluru",19.75,99.77564102564102
LS Livingstone,M.Chinnaswamy Stadium,11.0,157.14285714285714
LS Livingstone,"MA Chidambaram Stadium, Chepauk, Chennai",25.0,138.8888888888889
LS Livingstone,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",16.5,111.9047619047619
LS Livingstone,"Maharashtra Cricket Association Stadium, Pune",10.0,89.58333333333333
LS Livingstone,"Narendra Modi Stadium, Ahmedabad",25.0,166.66666666666669
LS Livingstone,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",35.666666666666664,139.76190476190476
LS Livingstone,Sawai Mansingh Stadium,44.0,169.23076923076923
LS Livingstone,Sharjah Cricket Stadium,6.0,100.0
LS Livingstone,Wankhede Stadium,1.0,50.0
LS Livingstone,"Wankhede Stadium, Mumbai",19.833333333333332,145.56443556443557
LS Livingstone,"Zayed Cricket Stadium, Abu Dhabi",1.0,33.33333333333333
Lalit Yadav,"Arun Jaitley Stadium, Delhi",4.75,61.160714285714285
Lalit Yadav,"Barsapara Cricket Stadium, Guwahati",38.0,158.33333333333331
Lalit Yadav,"Brabourne Stadium, Mumbai",24.5,75.65789473684211
Lalit Yadav,"Dr DY Patil Sports Academy, Mumbai",24.0,120.0
Lalit Yadav,"M Chinnaswamy Stadium, Bengaluru",4.0,57.14285714285714
Lalit Yadav,"MA Chidambaram Stadium, Chepauk, Chennai",17.0,167.82608695652175
Lalit Yadav,"Maharashtra Cricket Association Stadium, Pune",25.0,113.63636363636364
Lalit Yadav,Sharjah Cricket Stadium,0.0,0.0
Lalit Yadav,"Wankhede Stadium, Mumbai",14.0,104.43877551020408
Lalit Yadav,"Zayed Cricket Stadium, Abu Dhabi",14.0,93.33333333333331
M Jansen,"Eden Gardens, Kolkata",2.0,71.42857142857142
M Jansen,"MA Chidambaram Stadium, Chepauk, Chennai",5.25,69.31818181818181
M Jansen,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",15.75,100.98684210526315
M Jansen,"Maharashtra Cricket Association Stadium, Pune",1.0,50.0
M Jansen,"Narendra Modi Stadium, Ahmedabad",3.0,50.0
M Jansen,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",5.25,102.08333333333331
M Jansen,"Sawai Mansingh Stadium, Jaipur",1.5,75.0
M Jansen,"Wankhede Stadium, Mumbai",12.5,150.83333333333334
M Kaif,Dr DY Patil Sports Academy,8.0,95.23809523809523
M Kaif,Eden Gardens,34.0,109.6774193548387
M Kaif,Feroz Shah Kotla,9.0,47.368421052631575
M Kaif,Himachal Pradesh Cricket Association Stadium,15.0,136.36363636363637
M Kaif,M Chinnaswamy Stadium,8.8,100.9102564102564
M Kaif,"MA Chidambaram Stadium, Chepauk",12.0,115.17857142857143
M Kaif,"Punjab Cricket Association Stadium, Mohali",5.0,73.33333333333333
M Kaif,"Rajiv Gandhi International Stadium, Uppal",34.0,212.5
M Kaif,Sawai Mansingh Stadium,11.2,81.9047619047619
M Kaif,Wankhede Stadium,12.0,109.09090909090908
M Manhas,Barabati Stadium,7.666666666666667,180.55555555555554
M Manhas,Dr DY Patil Sports Academy,11.166666666666666,47.27400097465887
M Manhas,Dubai International Cricket Stadium,10.0,100.0
M Manhas,Eden Gardens,1.0,33.33333333333333
M Manhas,Feroz Shah Kotla,20.5,94.04761904761905
M Manhas,M Chinnaswamy Stadium,6.666666666666667,98.20512820512822
M Manhas,"MA Chidambaram Stadium, Chepauk",22.5,82.54076086956522
M Manhas,New Wanderers Stadium,0.0,0.0
M Manhas,OUTsurance Oval,26.0,104.0
M Manhas,"Punjab Cricket Association Stadium, Mohali",31.0,119.9404761904762
M Manhas,"Sardar Patel Stadium, Motera",11.0,110.0
M Manhas,Sawai Mansingh Stadium,24.0,126.3157894736842
M Manhas,Shaheed Veer Narayan Singh International Stadium,2.0,50.0
M Manhas,Sharjah Cricket Stadium,3.0,75.0
M Manhas,Sheikh Zayed Stadium,13.0,260.0
M Manhas,St George's Park,23.0,176.9230769230769
M Manhas,Subrata Roy Sahara Stadium,25.0,134.29816370992842
M Manhas,SuperSport Park,13.0,146.875
M Manhas,Wankhede Stadium,0.5,50.0
M Morkel,Brabourne Stadium,4.0,133.33333333333331
M Morkel,De Beers Diamond Oval,8.0,100.0
M Morkel,Feroz Shah Kotla,5.142857142857143,103.80952380952381
M Morkel,Green Park,1.0,100.0
M Morkel,Himachal Pradesh Cricket Association Stadium,14.5,295.8333333333333
M Morkel,M Chinnaswamy Stadium,2.0,44.44444444444444
M Morkel,Sheikh Zayed Stadium,4.0,133.33333333333331
M Morkel,Subrata Roy Sahara Stadium,0.0,0.0
M Morkel,"Vidarbha Cricket Association Stadium, Jamtha",7.0,100.0
M Morkel,Wankhede Stadium,16.5,190.2777777777778
M Shahrukh Khan,"Arun Jaitley Stadium, Delhi",5.0,105.0
M Shahrukh Khan,"Barsapara Cricket Stadium, Guwahati",11.0,122.22222222222224
M Shahrukh Khan,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",17.0,206.66666666666663
M Shahrukh Khan,"Brabourne Stadium, Mumbai",11.0,100.68181818181817
M Shahrukh Khan,"Dr DY Patil Sports Academy, Mumbai",25.0,106.42857142857143
M Shahrukh Khan,Dubai International Cricket Stadium,15.0,162.22222222222223
M Shahrukh Khan,"Eden Gardens, Kolkata",16.0,241.25
M Shahrukh Khan,"Himachal Pradesh Cricket Association Stadium, Dharamsala",23.5,189.1304347826087
M Shahrukh Khan,"M Chinnaswamy Stadium, Bengaluru",37.0,154.16666666666669
M Shahrukh Khan,"MA Chidambaram Stadium, Chepauk, Chennai",12.0,98.0392156862745
M Shahrukh Khan,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",8.0,200.0
M Shahrukh Khan,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",13.0,185.7142857142857
M Shahrukh Khan,"Maharashtra Cricket Association Stadium, Pune",15.0,250.0
M Shahrukh Khan,"Narendra Modi Stadium, Ahmedabad",17.5,163.7205801860974
M Shahrukh Khan,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",11.5,152.06349206349208
M Shahrukh Khan,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,133.33333333333331
M Shahrukh Khan,"Sawai Mansingh Stadium, Jaipur",9.5,212.5
M Shahrukh Khan,Sharjah Cricket Stadium,16.0,145.45454545454547
M Shahrukh Khan,"Wankhede Stadium, Mumbai",15.5,145.09259259259258
M Vijay,Buffalo Park,31.0,93.93939393939394
M Vijay,De Beers Diamond Oval,10.0,83.33333333333334
M Vijay,Dr DY Patil Sports Academy,24.0,128.94736842105263
M Vijay,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,38.333333333333336,95.91619762351469
M Vijay,Dubai International Cricket Stadium,20.666666666666668,65.55555555555556
M Vijay,Eden Gardens,18.285714285714285,89.21659293087863
M Vijay,Feroz Shah Kotla,16.625,115.51791958041957
M Vijay,Himachal Pradesh Cricket Association Stadium,11.5,94.80519480519482
M Vijay,Kingsmead,5.0,55.55555555555556
M Vijay,M Chinnaswamy Stadium,8.714285714285714,80.65878983172216
M Vijay,MA Chidambaram Stadium,32.0,104.28571428571428
M Vijay,"MA Chidambaram Stadium, Chepauk",30.857142857142858,108.60242675534478
M Vijay,Maharashtra Cricket Association Stadium,18.666666666666668,73.72685185185185
M Vijay,Nehru Stadium,28.0,155.55555555555557
M Vijay,New Wanderers Stadium,14.0,107.6923076923077
M Vijay,Punjab Cricket Association IS Bindra Stadium,12.0,120.0
M Vijay,"Punjab Cricket Association IS Bindra Stadium, Mohali",37.142857142857146,122.63124175481224
M Vijay,"Punjab Cricket Association Stadium, Mohali",43.75,115.44972640218879
M Vijay,"Rajiv Gandhi International Stadium, Uppal",18.333333333333332,115.0
M Vijay,"Sardar Patel Stadium, Motera",31.5,133.33333333333334
M Vijay,Saurashtra Cricket Association Stadium,55.0,134.14634146341464
M Vijay,Sawai Mansingh Stadium,36.0,80.83333333333333
M Vijay,Sharjah Cricket Stadium,26.333333333333332,102.54901960784314
M Vijay,Sheikh Zayed Stadium,6.0,52.97619047619047
M Vijay,Subrata Roy Sahara Stadium,8.0,72.72727272727273
M Vijay,"Vidarbha Cricket Association Stadium, Jamtha",23.0,176.9230769230769
M Vijay,Wankhede Stadium,17.166666666666668,102.01149425287356
M Vohra,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",10.0,90.9090909090909
M Vohra,Eden Gardens,24.8,109.30709125755565
M Vohra,"Eden Gardens, Kolkata",19.0,172.72727272727272
M Vohra,Feroz Shah Kotla,17.2,98.27979038505354
M Vohra,Himachal Pradesh Cricket Association Stadium,20.0,250.0
M Vohra,Holkar Cricket Stadium,24.0,158.73015873015873
M Vohra,M Chinnaswamy Stadium,31.333333333333332,95.7749766573296
M Vohra,M.Chinnaswamy Stadium,15.666666666666666,61.72043010752688
M Vohra,"Punjab Cricket Association IS Bindra Stadium, Mohali",22.0,109.38597935880544
M Vohra,"Punjab Cricket Association Stadium, Mohali",20.333333333333332,119.05929157606144
M Vohra,Rajiv Gandhi International Stadium,8.0,80.0
M Vohra,"Rajiv Gandhi International Stadium, Uppal",37.4,133.40579710144928
M Vohra,Saurashtra Cricket Association Stadium,2.0,50.0
M Vohra,Sawai Mansingh Stadium,3.0,50.0
M Vohra,Subrata Roy Sahara Stadium,43.0,153.57142857142858
M Vohra,Wankhede Stadium,17.5,79.83870967741936
M Vohra,"Wankhede Stadium, Mumbai",10.5,109.21717171717172
MA Agarwal,Arun Jaitley Stadium,11.5,76.73611111111111
MA Agarwal,"Arun Jaitley Stadium, Delhi",5.0,83.33333333333334
MA Agarwal,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",20.0,134.18219461697723
MA Agarwal,Brabourne Stadium,11.0,137.5
MA Agarwal,"Brabourne Stadium, Mumbai",13.0,133.57638888888889
MA Agarwal,"Dr DY Patil Sports Academy, Mumbai",16.0,66.66666666666666
MA Agarwal,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,4.5,96.66666666666666
MA Agarwal,Dubai International Cricket Stadium,31.9,137.81485765696294
MA Agarwal,Eden Gardens,19.75,107.3323735088441
MA Agarwal,"Eden Gardens, Kolkata",20.5,110.8058608058608
MA Agarwal,Feroz Shah Kotla,21.285714285714285,127.18920901694011
MA Agarwal,Holkar Cricket Stadium,3.0,51.42857142857142
MA Agarwal,M Chinnaswamy Stadium,18.333333333333332,117.25132275132275
MA Agarwal,M.Chinnaswamy Stadium,25.0,151.51515151515153
MA Agarwal,MA Chidambaram Stadium,0.0,0.0
MA Agarwal,"MA Chidambaram Stadium, Chepauk",23.666666666666668,133.0778092874867
MA Agarwal,"MA Chidambaram Stadium, Chepauk, Chennai",16.333333333333332,89.85964912280701
MA Agarwal,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",19.0,146.15384615384613
MA Agarwal,Maharashtra Cricket Association Stadium,31.333333333333332,124.25925925925928
MA Agarwal,"Maharashtra Cricket Association Stadium, Pune",38.5,154.77941176470588
MA Agarwal,"Narendra Modi Stadium, Ahmedabad",42.5,122.32927653820147
MA Agarwal,Nehru Stadium,33.0,150.0
MA Agarwal,Punjab Cricket Association IS Bindra Stadium,24.3,153.56918234764012
MA Agarwal,"Punjab Cricket Association Stadium, Mohali",1.5,36.666666666666664
MA Agarwal,Rajiv Gandhi International Stadium,19.5,115.0
MA Agarwal,"Rajiv Gandhi International Stadium, Uppal",8.5,95.48611111111111
MA Agarwal,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",29.0,122.17120468599511
MA Agarwal,"Sardar Patel Stadium, Motera",17.0,170.0
MA Agarwal,Sawai Mansingh Stadium,18.5,89.95098039215685
MA Agarwal,Sharjah Cricket Stadium,43.8,135.73685083789616
MA Agarwal,Sheikh Zayed Stadium,27.25,121.0958485958486
MA Agarwal,Wankhede Stadium,17.0,51.51515151515152
MA Agarwal,"Wankhede Stadium, Mumbai",22.88888888888889,95.84060330437143
MA Starc,"Arun Jaitley Stadium, Delhi",0.5,50.0
MA Starc,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1.5,70.0
MA Starc,Dubai International Cricket Stadium,8.0,47.05882352941176
MA Starc,Eden Gardens,12.0,150.0
MA Starc,"Eden Gardens, Kolkata",4.0,150.0
MA Starc,JSCA International Stadium Complex,1.0,100.0
MA Starc,M Chinnaswamy Stadium,11.25,109.64673913043478
MA Starc,"MA Chidambaram Stadium, Chepauk",1.0,14.285714285714285
MA Starc,"MA Chidambaram Stadium, Chepauk, Chennai",0.0,0.0
MA Starc,"Narendra Modi Stadium, Ahmedabad",2.0,100.0
MA Starc,"Rajiv Gandhi International Stadium, Uppal",6.0,100.0
MA Starc,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1.0,100.0
MA Starc,Sheikh Zayed Stadium,18.0,112.5
MA Starc,Wankhede Stadium,5.0,125.0
MA Starc,"Wankhede Stadium, Mumbai",0.0,0.0
MC Henriques,Barabati Stadium,11.0,220.00000000000003
MC Henriques,Brabourne Stadium,20.0,95.23809523809524
MC Henriques,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,6.0,105.0
MC Henriques,Dubai International Cricket Stadium,3.0,100.0
MC Henriques,Eden Gardens,21.666666666666668,121.41414141414141
MC Henriques,Feroz Shah Kotla,23.25,147.005772005772
MC Henriques,Green Park,4.0,200.0
MC Henriques,JSCA International Stadium Complex,11.0,100.0
MC Henriques,Kingsmead,30.0,125.0
MC Henriques,M Chinnaswamy Stadium,8.4,128.07729468599035
MC Henriques,"MA Chidambaram Stadium, Chepauk, Chennai",14.0,82.35294117647058
MC Henriques,Maharashtra Cricket Association Stadium,55.0,196.42857142857144
MC Henriques,"Narendra Modi Stadium, Ahmedabad",2.0,66.66666666666666
MC Henriques,New Wanderers Stadium,2.0,25.0
MC Henriques,Newlands,6.0,75.0
MC Henriques,"Punjab Cricket Association IS Bindra Stadium, Mohali",7.0,116.66666666666669
MC Henriques,"Punjab Cricket Association Stadium, Mohali",23.0,161.16071428571428
MC Henriques,"Rajiv Gandhi International Stadium, Uppal",21.526315789473685,111.07574977034811
MC Henriques,"Sardar Patel Stadium, Motera",9.0,69.23076923076923
MC Henriques,Sawai Mansingh Stadium,22.0,122.22222222222224
MC Henriques,Shaheed Veer Narayan Singh International Stadium,46.0,149.66555183946488
MC Henriques,Sharjah Cricket Stadium,12.0,133.33333333333331
MC Henriques,Subrata Roy Sahara Stadium,27.0,207.6923076923077
MEK Hussey,Brabourne Stadium,39.0,118.1818181818182
MEK Hussey,Dr DY Patil Sports Academy,9.0,52.94117647058824
MEK Hussey,Dubai International Cricket Stadium,8.5,60.47619047619048
MEK Hussey,Eden Gardens,23.2,74.83157365510307
MEK Hussey,Feroz Shah Kotla,75.5,139.13793103448276
MEK Hussey,Himachal Pradesh Cricket Association Stadium,7.0,70.0
MEK Hussey,JSCA International Stadium Complex,56.0,121.73913043478262
MEK Hussey,M Chinnaswamy Stadium,26.5,107.45272745272744
MEK Hussey,"MA Chidambaram Stadium, Chepauk",40.38095238095238,114.12401002171215
MEK Hussey,Nehru Stadium,8.0,80.0
MEK Hussey,"Punjab Cricket Association Stadium, Mohali",52.25,111.30698005698007
MEK Hussey,"Rajiv Gandhi International Stadium, Uppal",67.0,163.41463414634146
MEK Hussey,"Sardar Patel Stadium, Motera",56.0,143.5897435897436
MEK Hussey,Sawai Mansingh Stadium,35.0,104.23611111111113
MEK Hussey,Sharjah Cricket Stadium,10.0,55.55555555555556
MEK Hussey,Sheikh Zayed Stadium,3.0,23.07692307692308
MEK Hussey,Subrata Roy Sahara Stadium,5.0,62.5
MEK Hussey,"Vidarbha Cricket Association Stadium, Jamtha",8.0,72.72727272727273
MEK Hussey,Wankhede Stadium,26.166666666666668,120.66822066822067
MG Johnson,Arun Jaitley Stadium,12.0,200.0
MG Johnson,Barabati Stadium,12.5,150.0
MG Johnson,Eden Gardens,5.0,80.3030303030303
MG Johnson,Feroz Shah Kotla,5.0,59.52380952380952
MG Johnson,M Chinnaswamy Stadium,8.5,79.16666666666666
MG Johnson,"MA Chidambaram Stadium, Chepauk",1.0,50.0
MG Johnson,Maharashtra Cricket Association Stadium,0.5,25.0
MG Johnson,"Punjab Cricket Association IS Bindra Stadium, Mohali",1.0,50.0
MG Johnson,"Punjab Cricket Association Stadium, Mohali",6.0,133.33333333333331
MG Johnson,"Rajiv Gandhi International Stadium, Uppal",13.0,92.85714285714286
MG Johnson,"Sardar Patel Stadium, Motera",13.0,185.7142857142857
MG Johnson,Sawai Mansingh Stadium,11.0,122.22222222222224
MG Johnson,Sharjah Cricket Stadium,4.0,66.66666666666666
MG Johnson,Sheikh Zayed Stadium,0.0,0.0
MG Johnson,Wankhede Stadium,4.571428571428571,107.3469387755102
MK Lomror,Arun Jaitley Stadium,8.0,266.66666666666663
MK Lomror,"Arun Jaitley Stadium, Delhi",54.0,186.20689655172413
MK Lomror,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",3.0,75.0
MK Lomror,"Brabourne Stadium, Mumbai",11.0,200.0
MK Lomror,Dubai International Cricket Stadium,25.0,143.83753501400562
MK Lomror,"Eden Gardens, Kolkata",9.0,144.44444444444446
MK Lomror,"Himachal Pradesh Cricket Association Stadium, Dharamsala",0.0,0.0
MK Lomror,"M Chinnaswamy Stadium, Bengaluru",15.1,131.00701585995702
MK Lomror,"Maharashtra Cricket Association Stadium, Pune",42.0,155.55555555555557
MK Lomror,"Narendra Modi Stadium, Ahmedabad",20.0,134.11764705882354
MK Lomror,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",7.0,77.77777777777779
MK Lomror,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",7.0,175.0
MK Lomror,Sawai Mansingh Stadium,10.0,95.83333333333333
MK Lomror,"Sawai Mansingh Stadium, Jaipur",1.0,50.0
MK Lomror,Sharjah Cricket Stadium,1.0,50.0
MK Lomror,Sheikh Zayed Stadium,29.0,102.56410256410257
MK Lomror,"Wankhede Stadium, Mumbai",0.5,16.666666666666664
MK Lomror,"Zayed Cricket Stadium, Abu Dhabi",19.0,79.16666666666666
MK Pandey,Arun Jaitley Stadium,10.0,76.92307692307693
MK Pandey,"Arun Jaitley Stadium, Delhi",25.285714285714285,103.72244549993911
MK Pandey,Barabati Stadium,16.666666666666668,56.507936507936506
MK Pandey,"Barsapara Cricket Stadium, Guwahati",0.0,0.0
MK Pandey,Brabourne Stadium,30.5,124.07407407407408
MK Pandey,"Brabourne Stadium, Mumbai",21.5,107.18390804597702
MK Pandey,Dr DY Patil Sports Academy,22.6,101.26877614111656
MK Pandey,"Dr DY Patil Sports Academy, Mumbai",8.5,92.5
MK Pandey,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,31.5,110.41666666666667
MK Pandey,Dubai International Cricket Stadium,32.9,113.79772279547146
MK Pandey,Eden Gardens,21.107142857142858,105.42494416287195
MK Pandey,"Eden Gardens, Kolkata",36.0,128.57142857142858
MK Pandey,Feroz Shah Kotla,32.0,108.41836734693878
MK Pandey,Green Park,1.0,33.33333333333333
MK Pandey,JSCA International Stadium Complex,33.5,95.2127659574468
MK Pandey,Kingsmead,2.0,100.0
MK Pandey,M Chinnaswamy Stadium,28.1,106.82294274108366
MK Pandey,"M Chinnaswamy Stadium, Bengaluru",50.0,131.57894736842107
MK Pandey,M.Chinnaswamy Stadium,35.5,119.07894736842105
MK Pandey,MA Chidambaram Stadium,83.0,169.3877551020408
MK Pandey,"MA Chidambaram Stadium, Chepauk",10.8,121.78571428571426
MK Pandey,"MA Chidambaram Stadium, Chepauk, Chennai",32.0,89.43678447988793
MK Pandey,Maharashtra Cricket Association Stadium,8.0,133.33333333333334
MK Pandey,"Narendra Modi Stadium, Ahmedabad",1.0,25.0
MK Pandey,New Wanderers Stadium,26.0,95.58823529411765
MK Pandey,Punjab Cricket Association IS Bindra Stadium,38.0,131.1904761904762
MK Pandey,"Punjab Cricket Association IS Bindra Stadium, Mohali",15.0,93.67588932806323
MK Pandey,"Punjab Cricket Association Stadium, Mohali",19.0,71.38888888888887
MK Pandey,Rajiv Gandhi International Stadium,18.77777777777778,88.57413066236596
MK Pandey,"Rajiv Gandhi International Stadium, Uppal",29.8,102.44971264367817
MK Pandey,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",34.0,125.92592592592592
MK Pandey,Sawai Mansingh Stadium,24.8,106.11552247036119
MK Pandey,Sharjah Cricket Stadium,18.5,129.48131197559115
MK Pandey,Sheikh Zayed Stadium,25.5,117.22779826925805
MK Pandey,Subrata Roy Sahara Stadium,21.714285714285715,145.6122448979592
MK Pandey,SuperSport Park,114.0,156.16438356164383
MK Pandey,"Vidarbha Cricket Association Stadium, Jamtha",0.0,0.0
MK Pandey,Wankhede Stadium,29.666666666666668,103.59025032938077
MK Pandey,"Wankhede Stadium, Mumbai",22.25,123.92857142857143
MK Pandey,"Zayed Cricket Stadium, Abu Dhabi",69.0,172.5
MK Tiwary,Barabati Stadium,30.0,107.14285714285714
MK Tiwary,Dr DY Patil Sports Academy,12.0,50.0
MK Tiwary,Dubai International Cricket Stadium,15.5,155.1282051282051
MK Tiwary,Eden Gardens,21.458333333333332,114.66622426586646
MK Tiwary,Feroz Shah Kotla,22.7,153.2099768251639
MK Tiwary,Holkar Cricket Stadium,40.0,173.91304347826087
MK Tiwary,JSCA International Stadium Complex,12.0,44.44444444444444
MK Tiwary,Kingsmead,9.0,69.23076923076923
MK Tiwary,M Chinnaswamy Stadium,14.2,101.67424242424242
MK Tiwary,"MA Chidambaram Stadium, Chepauk",19.0,166.7741935483871
MK Tiwary,Maharashtra Cricket Association Stadium,19.4,100.97619047619048
MK Tiwary,Nehru Stadium,1.0,14.285714285714285
MK Tiwary,"Punjab Cricket Association Stadium, Mohali",30.75,91.19058690669944
MK Tiwary,Rajiv Gandhi International Stadium,1.0,20.0
MK Tiwary,"Rajiv Gandhi International Stadium, Uppal",16.333333333333332,131.47435897435898
MK Tiwary,"Sardar Patel Stadium, Motera",36.0,111.62587412587412
MK Tiwary,Saurashtra Cricket Association Stadium,31.0,114.8148148148148
MK Tiwary,Sawai Mansingh Stadium,26.666666666666668,105.20015698587127
MK Tiwary,Sharjah Cricket Stadium,1.0,33.33333333333333
MK Tiwary,Sheikh Zayed Stadium,0.0,0.0
MK Tiwary,Subrata Roy Sahara Stadium,11.5,119.44444444444444
MK Tiwary,Wankhede Stadium,24.285714285714285,139.62639763117238
ML Hayden,"Brabourne Stadium, Mumbai",20.0,166.66666666666669
ML Hayden,Buffalo Park,43.0,165.3846153846154
ML Hayden,De Beers Diamond Oval,48.0,109.09090909090908
ML Hayden,Dr DY Patil Sports Academy,12.5,71.86379928315412
ML Hayden,Eden Gardens,1.0,12.5
ML Hayden,Feroz Shah Kotla,93.0,216.27906976744185
ML Hayden,Himachal Pradesh Cricket Association Stadium,5.0,62.5
ML Hayden,Kingsmead,55.333333333333336,172.4968988126883
ML Hayden,M Chinnaswamy Stadium,22.5,91.35338345864662
ML Hayden,"MA Chidambaram Stadium, Chepauk",31.444444444444443,111.38799671057735
ML Hayden,New Wanderers Stadium,28.0,147.36842105263156
ML Hayden,Newlands,44.0,125.71428571428572
ML Hayden,"Punjab Cricket Association Stadium, Mohali",25.0,156.25
ML Hayden,"Sardar Patel Stadium, Motera",19.0,135.71428571428572
ML Hayden,St George's Park,62.5,145.48872180451127
ML Hayden,SuperSport Park,45.0,101.72413793103449
ML Hayden,"Vidarbha Cricket Association Stadium, Jamtha",19.0,105.55555555555556
MM Ali,Arun Jaitley Stadium,1.0,33.33333333333333
MM Ali,"Arun Jaitley Stadium, Delhi",36.5,174.30555555555554
MM Ali,"Barsapara Cricket Stadium, Guwahati",5.0,41.66666666666667
MM Ali,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",30.0,150.0
MM Ali,"Brabourne Stadium, Mumbai",42.666666666666664,107.41626794258373
MM Ali,"Dr DY Patil Sports Academy, Mumbai",20.0,133.2142857142857
MM Ali,Dubai International Cricket Stadium,10.0,73.63553113553112
MM Ali,Eden Gardens,66.0,235.7142857142857
MM Ali,"Eden Gardens, Kolkata",0.0,0.0
MM Ali,"Himachal Pradesh Cricket Association Stadium, Dharamsala",17.0,85.0
MM Ali,"M Chinnaswamy Stadium, Bengaluru",19.0,271.42857142857144
MM Ali,M.Chinnaswamy Stadium,23.333333333333332,132.86142234671647
MM Ali,MA Chidambaram Stadium,9.0,112.5
MM Ali,"MA Chidambaram Stadium, Chepauk, Chennai",9.333333333333334,126.08262108262109
MM Ali,"Maharashtra Cricket Association Stadium, Pune",17.5,79.62962962962962
MM Ali,"Narendra Modi Stadium, Ahmedabad",39.5,149.65277777777777
MM Ali,Rajiv Gandhi International Stadium,6.0,83.92857142857143
MM Ali,Sawai Mansingh Stadium,9.5,125.0
MM Ali,"Sawai Mansingh Stadium, Jaipur",23.0,191.66666666666669
MM Ali,Sharjah Cricket Stadium,20.0,113.88888888888889
MM Ali,Sheikh Zayed Stadium,0.0,0.0
MM Ali,Wankhede Stadium,50.0,156.25
MM Ali,"Wankhede Stadium, Mumbai",25.666666666666668,126.70830697870547
MM Ali,"Zayed Cricket Stadium, Abu Dhabi",26.5,118.90756302521008
MM Sharma,"Arun Jaitley Stadium, Delhi",0.0,0.0
MM Sharma,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1.0,50.0
MM Sharma,Eden Gardens,6.4,105.0
MM Sharma,Feroz Shah Kotla,14.0,140.17857142857144
MM Sharma,Holkar Cricket Stadium,3.5,96.66666666666666
