career_avg,recent_3_avg,recent_5_avg,recent_10_avg,strike_rate,boundary_ratio,consistency_score,momentum,venue_adjusted_runs,pvt_avg,experience_log,target_next_runs
53.0,53.0,53.0,53.0,218.60465116279067,0.36363636363636365,0.8985677093236345,0.0,4.468579978237214,24.733333333333334,1.0986122886681098,6.0
1.0,1.0,1.0,1.0,33.33333333333333,0.0,0.4142135623730951,0.0,0.09507616974972796,2.0,1.0986122886681098,16.0
6.0,6.0,6.0,6.0,200.0,0.14285714285714285,0.6325589893722736,0.0,0.5704570184983677,8.333333333333334,1.0986122886681098,0.0
14.0,14.0,14.0,14.0,63.63636363636363,0.08695652173913043,14.0,0.0,0.6655331882480957,13.2,1.0986122886681098,1.0
1.0,1.0,1.0,1.0,50.0,0.0,0.0,0.0,0.04679295446992356,0.5,0.6931471805599453,2.0
32.5,32.5,32.5,32.5,225.0,0.3333333333333333,1.7400457775732578,0.0,2.1056829511465605,18.375,1.0986122886681098,2.0
24.0,24.0,24.0,24.0,141.1764705882353,0.16666666666666666,0.0,0.0,1.1230309072781655,9.4,0.6931471805599453,23.0
15.0,15.0,15.0,15.0,200.0,0.26666666666666666,0.7738030998894764,0.0,1.3102027251578596,10.6875,1.0986122886681098,0.0
9.0,9.0,9.0,9.0,250.0,0.3333333333333333,1.3519899434010134,0.0,0.23396477234961782,6.5,1.0986122886681098,8.0
5.0,5.0,5.0,5.0,50.0,0.0,0.953717849152731,0.0,0.09358590893984713,2.0,1.0986122886681098,11.0
9.0,9.0,9.0,9.0,180.0,0.16666666666666666,0.0,0.0,0.42113659022931205,9.0,0.6931471805599453,8.0
60.5,60.5,60.5,60.5,55.55555555555556,0.1,0.7611130106434386,0.0,0.23396477234961782,28.22222222222222,1.0986122886681098,47.0
53.0,53.0,53.0,53.0,172.3404255319149,0.2916666666666667,1.3054836800010676,0.0,3.7902293120638086,48.0,1.0986122886681098,70.0
16.0,16.0,16.0,16.0,176.47058823529412,0.2777777777777778,0.7692681278045352,0.0,1.4037886340977068,20.31578947368421,1.0986122886681098,43.0
14.5,14.5,14.5,14.5,116.66666666666667,0.23076923076923078,8.493903345590121,0.0,0.6551013625789298,19.09090909090909,1.0986122886681098,21.0
45.5,45.5,45.5,45.5,119.44444444444444,0.1891891891891892,10.031895019125178,0.0,2.012097042206713,24.863636363636363,1.0986122886681098,21.0
16.5,16.5,16.5,16.5,200.0,0.0,0.7672243022592682,0.0,0.09358590893984713,24.692307692307693,1.0986122886681098,11.0
42.5,42.5,42.5,42.5,135.8974358974359,0.15,2.6815161831844816,0.0,2.480026586905949,24.235294117647058,1.0986122886681098,28.0
22.5,22.5,22.5,22.5,94.44444444444444,0.05263157894736842,2.5631752662801772,0.0,0.7954802259887006,17.0,1.0986122886681098,22.0
