match_id,batsman,runs,career_avg_runs,recent_form,venue,venue_avg_runs,opponent,opponent_avg,recent_form_5,matches_played,run_consistency,fifty_rate,next_match_runs
501239,A Mishra,9,6.927272727272728,7.2,"Rajiv Gandhi International Stadium, Uppal",7.142857142857143,Kolkata Knight Riders,7.75,7.2,22,7.748835037890821,0.0,0.0
501250,A Mishra,0,6.927272727272728,7.2,"Rajiv Gandhi International Stadium, Uppal",7.142857142857143,Pune Warriors,15.0,7.2,23,8.044321668799123,0.0,18.0
501256,A Mishra,18,6.927272727272728,5.8,Wankhede Stadium,7.0,Mumbai Indians,8.8,5.8,24,8.689712947566859,0.0,0.0
548314,A Mishra,0,6.927272727272728,5.8,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2.0,Mumbai Indians,8.8,5.8,25,8.941787044856055,0.0,6.0
548321,A Mishra,6,6.927272727272728,6.6,Feroz Shah Kotla,7.0,Delhi Daredevils,11.0,6.6,26,8.79140994885854,0.0,1.0
548335,A Mishra,1,6.927272727272728,5.0,Barabati Stadium,0.5,Kolkata Knight Riders,7.75,5.0,27,8.812238963825003,0.0,1.0
548346,A Mishra,1,6.927272727272728,5.2,Wankhede Stadium,7.0,Mumbai Indians,8.8,5.2,28,8.740709353364863,0.0,8.0
548359,A Mishra,8,6.927272727272728,3.2,"Rajiv Gandhi International Stadium, Uppal",7.142857142857143,Kings XI Punjab,4.5,3.2,29,5.854722690083431,0.0,16.0
598010,A Mishra,16,6.927272727272728,6.4,Feroz Shah Kotla,7.0,Delhi Daredevils,11.0,6.4,30,6.624030327359453,0.0,1.0
598013,A Mishra,1,6.927272727272728,5.4,Eden Gardens,10.2,Kolkata Knight Riders,7.75,5.4,31,6.69991708074726,0.0,30.0
598018,A Mishra,30,6.927272727272728,11.2,Maharashtra Cricket Association Stadium,30.0,Pune Warriors,15.0,11.2,32,10.148344145174073,0.0,15.0
598030,A Mishra,15,6.927272727272728,14.0,"MA Chidambaram Stadium, Chepauk",7.0,Chennai Super Kings,7.25,14.0,33,9.924156835161812,0.0,21.0
598032,A Mishra,21,6.927272727272728,16.6,Sawai Mansingh Stadium,12.5,Rajasthan Royals,4.285714285714286,16.6,34,10.246408584908611,0.0,6.0
598051,A Mishra,6,6.927272727272728,14.6,"Rajiv Gandhi International Stadium, Uppal",7.142857142857143,Chennai Super Kings,7.25,14.6,35,9.766723549322409,0.0,4.0
729295,A Mishra,4,6.927272727272728,15.2,Sharjah Cricket Stadium,4.0,Kings XI Punjab,4.5,15.2,36,9.88882646671934,0.0,0.0
733989,A Mishra,0,6.927272727272728,9.2,"Sardar Patel Stadium, Motera",0.0,Rajasthan Royals,4.285714285714286,9.2,37,9.997777530809314,0.0,4.0
829707,A Mishra,4,6.927272727272728,7.0,"MA Chidambaram Stadium, Chepauk",7.0,Chennai Super Kings,7.25,7.0,38,9.732534213770956,0.0,1.0
829739,A Mishra,1,6.927272727272728,3.0,Feroz Shah Kotla,7.0,Kolkata Knight Riders,7.75,3.0,39,10.174041041351815,0.0,2.0
829757,A Mishra,2,6.927272727272728,2.2,Feroz Shah Kotla,7.0,Royal Challengers Bangalore,9.0,2.2,40,10.189319026422828,0.0,1.0
829777,A Mishra,1,6.927272727272728,1.6,Brabourne Stadium,6.5,Rajasthan Royals,4.285714285714286,1.6,41,10.189319026422828,0.0,3.0
980903,A Mishra,3,6.927272727272728,2.2,Eden Gardens,10.2,Kolkata Knight Riders,7.75,2.2,42,6.864562784491249,0.0,1.0
980993,A Mishra,1,6.927272727272728,1.6,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2.0,Mumbai Indians,8.8,1.6,43,6.147266781984406,0.0,8.0
1082595,A Mishra,8,6.927272727272728,3.0,M.Chinnaswamy Stadium,8.0,Royal Challengers Bangalore,9.0,3.0,44,2.538591035287977,0.0,4.0
1082626,A Mishra,4,6.927272727272728,3.4,"Punjab Cricket Association IS Bindra Stadium, Mohali",4.0,Kings XI Punjab,4.5,3.4,45,2.3475755815545423,0.0,9.0
1082635,A Mishra,9,6.927272727272728,5.0,Feroz Shah Kotla,7.0,Mumbai Indians,8.8,5.0,46,3.0568684048294394,0.0,8.0
1082640,A Mishra,8,6.927272727272728,6.0,Green Park,8.0,Gujarat Lions,8.0,6.0,47,3.1428932176861837,0.0,13.0
1082642,A Mishra,13,6.927272727272728,8.4,Feroz Shah Kotla,7.0,Rising Pune Supergiant,13.0,8.4,48,4.216370213557843,0.0,7.0
1082646,A Mishra,7,6.927272727272728,8.2,Feroz Shah Kotla,7.0,Royal Challengers Bangalore,9.0,8.2,49,4.005551702879951,0.0,1.0
1136582,A Mishra,1,6.927272727272728,7.6,Arun Jaitley Stadium,3.5,Kings XI Punjab,4.5,7.6,50,4.116363011742827,0.0,6.0
1178409,A Mishra,6,6.927272727272728,7.0,Arun Jaitley Stadium,3.5,Mumbai Indians,8.8,7.0,51,3.800584750330464,0.0,8.0
1178425,A Mishra,8,6.927272727272728,7.0,MA Chidambaram Stadium,8.0,Chennai Super Kings,7.25,7.0,52,3.689323936863113,0.0,1.0
1181766,A Mishra,1,6.927272727272728,4.6,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2.0,Sunrisers Hyderabad,1.0,4.6,53,3.6893239368631137,0.0,6.0
1181767,A Mishra,6,6.927272727272728,4.4,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2.0,Chennai Super Kings,7.25,4.4,54,3.6530048514126663,0.0,19.0
419140,A Mithun,5,5.666666666666667,5.666666666666667,Feroz Shah Kotla,2.5,Delhi Daredevils,2.5,5.0,1,17.577621226000705,0.0,0.0
501227,A Mithun,0,5.666666666666667,5.666666666666667,Feroz Shah Kotla,2.5,Delhi Daredevils,2.5,2.5,2,3.5355339059327378,0.0,6.0
501244,A Mithun,6,5.666666666666667,5.666666666666667,M Chinnaswamy Stadium,6.0,Kings XI Punjab,8.0,3.6666666666666665,3,3.214550253664318,0.0,10.0
501260,A Mithun,10,5.666666666666667,5.666666666666667,Himachal Pradesh Cricket Association Stadium,10.0,Kings XI Punjab,8.0,5.25,4,4.112987559751022,0.0,11.0
501271,A Mithun,11,5.666666666666667,6.4,"MA Chidambaram Stadium, Chepauk",11.0,Chennai Super Kings,11.0,6.4,5,4.39317652729776,0.0,2.0
336033,A Mukund,0,9.5,9.5,"MA Chidambaram Stadium, Chepauk",0.0,Rajasthan Royals,9.5,0.0,1,17.577621226000705,0.0,19.0
335989,A Nehra,1,2.411764705882353,2.411764705882353,"MA Chidambaram Stadium, Chepauk",0.3333333333333333,Chennai Super Kings,0.5,1.0,1,17.577621226000705,0.0,2.0
335991,A Nehra,2,2.411764705882353,2.411764705882353,"Punjab Cricket Association Stadium, Mohali",2.0,Kings XI Punjab,1.2,1.5,2,0.7071067811865476,0.0,0.0
336028,A Nehra,0,2.411764705882353,2.411764705882353,Wankhede Stadium,0.3333333333333333,Kings XI Punjab,1.2,1.0,3,1.0,0.0,1.0
